3WN,3CNTZ
1419.93,93.0
1421.11,65.0
1421.93,47.0
1422.72,389.0
1423.95,133.0
1425.73,215.0
1426.02,109.0
1427.53,367.0
1427.64,152.0
1428.36,82.0
1428.41,98.0
1429.66,276.0
1432.33,373.0
1432.35,116.0
1432.69,111.0
1434.06,46.0
1436.45,390.0
1437.26,219.0
1437.71,62.0
1439.62,92.0
1439.99,167.0
1441.12,130.0
1444.53,29.0
1445.4,86.0
1446.15,171.0
1447.82,336.0
1447.91,358.0
1456.45,395.0
1471.39,396.0
1661.17,17.0
1666.89,172.0
1746.45,333.0
1749.9,283.0
2880.0,379.0
2899.6,116.0
2899.93,8.0
2901.0,139.0
2901.18,51.0
2902.06,126.0
2902.75,122.0
2904.45,100.0
2905.51,144.0
2905.77,309.0
2906.28,6.0
2908.83,3.0
2909.91,1.0
2910.46,279.0
2910.77,118.0
2913.28,151.0
2914.17,298.0
2914.89,56.0
2916.04,75.0
2918.76,11.0
2921.77,113.0
2921.98,371.0
2924.35,19.0
2925.86,86.0
2925.88,58.0
2926.73,270.0
2929.68,21.0
2930.7,181.0
2932.61,245.0
2936.64,313.0
2936.87,19.0
2937.51,113.0
2938.56,141.0
2939.67,205.0
2940.49,325.0
2942.57,325.0
2944.28,250.0
2944.46,43.0
2946.49,128.0
2947.44,89.0
2947.65,10.0
2947.88,374.0
2949.32,101.0
2951.22,317.0
2954.05,332.0
2954.56,82.0
2957.06,111.0
2957.86,284.0
2958.17,36.0
2960.15,333.0
2960.97,90.0
2962.39,39.0
2964.47,394.0
2965.45,400.0
2968.53,154.0
2970.03,195.0
2972.26,253.0
2972.32,331.0
2973.86,130.0
2974.74,70.0
2977.95,266.0
2980.97,305.0
2982.31,285.0
2985.55,235.0
2985.69,227.0
2994.05,94.0
2995.0,7.0
2996.35,337.0
2999.36,4.0
3002.62,102.0
3005.64,141.0
3007.19,4.0
3015.74,342.0
3017.79,25.0
3026.86,288.0
3027.89,146.0
3037.2,382.0
3044.42,38.0
3059.73,402.0
3065.3,401.0
3072.32,397.0
3078.85,392.0
3088.34,399.0
3099.62,385.0
